match_id,player_name,map_name,item_name,boost_time,location_x,location_y
59ade283-0d45-49fc-8fd1-38f97289be81,LVG_ZeniTh,Baltic_Main,Item_Boost_EnergyDrink_C,2020-05-09T12:44:26.893Z,327131.1875,546327.4375
59ade283-0d45-49fc-8fd1-38f97289be81,OPGG_Ayoh,Baltic_Main,Item_Boost_PainKiller_C,2020-05-09T12:44:36.112Z,363714.46875,395232.4375
59ade283-0d45-49fc-8fd1-38f97289be81,OPGG_Ayoh,Baltic_Main,Item_Boost_EnergyDrink_C,2020-05-09T12:44:36.429Z,363814.15625,395190.5
59ade283-0d45-49fc-8fd1-38f97289be81,OPGG_int,Baltic_Main,Item_Boost_PainKiller_C,2020-05-09T12:44:38.518Z,362223.0,393561.84375
59ade283-0d45-49fc-8fd1-38f97289be81,DWG_DoYa,Baltic_Main,Item_Boost_EnergyDrink_C,2020-05-09T12:44:39.265Z,401915.78125,411456.875
59ade283-0d45-49fc-8fd1-38f97289be81,emT_Draft,Baltic_Main,Item_Boost_AdrenalineSyringe_C,2020-05-09T12:44:40.189Z,430326.125,635149.1875
59ade283-0d45-49fc-8fd1-38f97289be81,T1_Rex,Baltic_Main,Item_Boost_EnergyDrink_C,2020-05-09T12:44:41.592Z,358964.78125,401783.40625
59ade283-0d45-49fc-8fd1-38f97289be81,OPGG_Silky,Baltic_Main,Item_Boost_PainKiller_C,2020-05-09T12:44:42.579Z,362868.28125,393504.84375
59ade283-0d45-49fc-8fd1-38f97289be81,VSG_Starlord,Baltic_Main,Item_Boost_EnergyDrink_C,2020-05-09T12:44:43.099Z,347218.46875,395018.46875
59ade283-0d45-49fc-8fd1-38f97289be81,AF_R0wha,Baltic_Main,Item_Boost_EnergyDrink_C,2020-05-09T12:44:43.513Z,373317.71875,358817.59375
59ade283-0d45-49fc-8fd1-38f97289be81,emT_Alphaca,Baltic_Main,Item_Boost_EnergyDrink_C,2020-05-09T12:44:43.972Z,463851.65625,650365.375
59ade283-0d45-49fc-8fd1-38f97289be81,LVG_Sparrow,Baltic_Main,Item_Boost_EnergyDrink_C,2020-05-09T12:44:46.194Z,380059.59375,474844.21875
59ade283-0d45-49fc-8fd1-38f97289be81,DWG_mickey,Baltic_Main,Item_Boost_EnergyDrink_C,2020-05-09T12:44:46.303Z,401692.03125,408483.0
59ade283-0d45-49fc-8fd1-38f97289be81,GRF_2heart,Baltic_Main,Item_Boost_PainKiller_C,2020-05-09T12:44:46.414Z,372474.34375,399030.65625
59ade283-0d45-49fc-8fd1-38f97289be81,WCS_EEND,Baltic_Main,Item_Boost_EnergyDrink_C,2020-05-09T12:44:47.913Z,366367.15625,408409.59375
59ade283-0d45-49fc-8fd1-38f97289be81,emT_Alphaca,Baltic_Main,Item_Boost_PainKiller_C,2020-05-09T12:44:48.071Z,464243.4375,650341.875
59ade283-0d45-49fc-8fd1-38f97289be81,APK_NEFiEX,Baltic_Main,Item_Boost_EnergyDrink_C,2020-05-09T12:44:50.952Z,362002.1875,412861.34375
59ade283-0d45-49fc-8fd1-38f97289be81,DWG_Corn,Baltic_Main,Item_Boost_PainKiller_C,2020-05-09T12:44:52.403Z,367942.15625,361351.71875
59ade283-0d45-49fc-8fd1-38f97289be81,emT_Draft,Baltic_Main,Item_Boost_PainKiller_C,2020-05-09T12:44:52.968Z,432493.3125,635881.1875
59ade283-0d45-49fc-8fd1-38f97289be81,OPGG_Ayoh,Baltic_Main,Item_Boost_PainKiller_C,2020-05-09T12:44:55.928Z,364425.28125,395090.875
59ade283-0d45-49fc-8fd1-38f97289be81,OPGG_Ayoh,Baltic_Main,Item_Boost_PainKiller_C,2020-05-09T12:44:56.396Z,364483.21875,395218.28125
59ade283-0d45-49fc-8fd1-38f97289be81,VLG_PLIKHE,Baltic_Main,Item_Boost_EnergyDrink_C,2020-05-09T12:44:56.529Z,423608.1875,324364.125
59ade283-0d45-49fc-8fd1-38f97289be81,VLG_PLIKHE,Baltic_Main,Item_Boost_PainKiller_C,2020-05-09T12:44:59.526Z,422363.125,324369.03125
59ade283-0d45-49fc-8fd1-38f97289be81,VSG_Menteul,Baltic_Main,Item_Boost_PainKiller_C,2020-05-09T12:44:59.912Z,324596.21875,401190.0
59ade283-0d45-49fc-8fd1-38f97289be81,DWG_Corn,Baltic_Main,Item_Boost_EnergyDrink_C,2020-05-09T12:44:59.959Z,367818.78125,361297.0625
